"u,N,18,0","v,N,18,0","key,N,18,0","osmid,C,80","oneway,N,9,0","lanes,C,80","name,C,80","highway,C,80","maxspeed,C,80","length,N,24,15","from,N,18,0","to,N,18,0","ref,C,80","bridge,C,80","tunnel,C,80","junction,C,80","access,C,80"
4396433511,1753962641,0,173717010,0,,Calle Ganimedes,residential,,84.579,1753962641,4396433511,,,,,
4396433511,2293198563,0,173717010,0,,Calle Ganimedes,residential,,117.85,2293198563,4396433511,,,,,
1273866934,4724776848,0,"[479364428, 479359775]",1,"['2', '1']",,tertiary,20,186.54,4724776848,1273866934,,,,,
3216485106,3216485111,0,315527943,0,,Calle Prospero Rosado,residential,,41.988,3216485111,3216485106,,,,,
3216485106,3016681240,0,316901506,0,,Calle El Cohete,residential,20,146.427,3016681240,3216485106,,,,,
1273870606,4170786663,0,479375456,1,2,Avenida Velasco Astete,secondary,60,10.729,1273870606,4170786663,,,,,
1273874399,1753903564,0,111896619,0,,Jir??n Caballeros de la Ley,residential,,11.048,1753903564,1273874399,,,,,
1273874399,4363632381,0,111896619,0,,Jir??n Caballeros de la Ley,residential,,137.327,4363632381,1273874399,,,,,
1273874399,1753903562,0,163712157,0,,Jir??n Felix Tello Rojas,residential,,44.346,1753903562,1273874399,,,,,
1273874399,1753903583,0,419814151,0,,,living_street,,144.473,1753903583,1273874399,,,,,
1753903564,4396415691,0,111896619,0,,Jir??n Caballeros de la Ley,residential,,127.421,4396415691,1753903564,,,,,
1753903564,1753903566,0,163712139,0,,,residential,,36.106,1753903566,1753903564,,,,,
4363632381,2761654927,0,111898290,1,,Jir??n Alcides Vigo Hurtado,tertiary,40,67.391,4363632381,2761654927,,,,,
4363632381,4504585254,0,453769234,0,,,residential,,7.203,4504585254,4363632381,,,,,
4363632381,4504585256,0,111898290,1,,Jir??n Alcides Vigo Hurtado,tertiary,40,108.462,4504585256,4363632381,,,,,
1753903562,1753903558,0,163712157,0,,Jir??n Felix Tello Rojas,residential,,59.092,1753903558,1753903562,,,,,
1753903562,4198130528,0,279125637,0,2,Pasaje C?®sar Bazalar Montes,residential,,42.958,4198130528,1753903562,,,,,
1753903583,4396415691,0,111953947,0,2,Jir??n Jos?® Penza Ventocilla,residential,,12.412,4396415691,1753903583,,,,,
1753903583,1753903656,0,111907915,0,,Jir??n Lino N. Mendoza Bedoya,residential,,339.761,1753903656,1753903583,,,,,
2799349184,1753920990,0,111924135,0,,Calle Don Pompeyo,residential,,47.634,1753920990,2799349184,,,,,
2799349184,2799349185,0,275297621,0,,Las Orqu?¡deas,residential,,72.604,2799349185,2799349184,,,,,
2799365072,2799349185,0,275297324,0,,Calle Las Flores,residential,,42.988,2799349185,2799365072,,,,,
4170786712,4170786719,0,111967100,1,,Avenida Del Pinar,residential,40,20.512,4170786712,4170786719,,,,,
4170786712,4170786708,0,416304142,1,,Jir??n Monterrey,tertiary,35,44.598,4170786712,4170786708,,,,,
1273876120,1273954936,0,564075915,0,,Calle 3,living_street,,81.281,1273954936,1273876120,,,,,
1273876120,1753903508,0,335971777,1,2,Avenida Paseo de la Rep??blica,tertiary,40,104.89,1273876120,1753903508,,,,,
1273876120,2761518102,0,335971777,1,2,Avenida Paseo de la Rep??blica,tertiary,40,24.513,2761518102,1273876120,,,,,
1753903508,1753903516,0,163712149,0,,,living_street,20,87.381,1753903516,1753903508,,,,,
1840977048,1840977047,0,583806623,1,,Cristobal de Peralta Sur,tertiary,40,84.483,1840977048,1840977047,,,,,
1273879039,3788360409,0,375472327,0,,Los Casta??os,residential,,579.661,3788360409,1273879039,,,,,
1273879039,4282125009,0,475296185,0,,Los Lirios,residential,,45.21,4282125009,1273879039,,,,,
4282125009,4282125007,0,429087856,0,2,Los Lirios,residential,,35.283,4282125007,4282125009,,,,,
1273880502,4335826687,0,111952300,0,2,Jir??n Marqu?®s de Mancera,residential,,53.724,4335826687,1273880502,,,,,
1273880502,1753954503,0,111952300,0,2,Jir??n Marqu?®s de Mancera,residential,,51.313,1753954503,1273880502,,,,,
4335826687,1273905173,0,318148699,1,2,Avenida Santiago de Surco,secondary,40,112.662,4335826687,1273905173,,,,,
4335826687,3245299596,0,318148699,1,2,Avenida Santiago de Surco,secondary,40,65.264,3245299596,4335826687,,,,,
1753954503,4166866953,0,111952300,0,2,Jir??n Marqu?®s de Mancera,residential,,55.677,4166866953,1753954503,,,,,
1273887520,6129334110,0,556053876,0,2,Calle Teniente Jos?® Melit??n Rodr?¡guez,residential,,65.822,6129334110,1273887520,,,,,
1273887520,2146337355,0,204642153,0,,,residential,,122.005,2146337355,1273887520,,,,,
6129334110,4270101679,0,427836692,0,2,Avenida Paseo La Castellana,tertiary,,167.273,4270101679,6129334110,,,,,
6129334110,5012864369,0,427836692,0,2,Avenida Paseo La Castellana,tertiary,,73.861,5012864369,6129334110,,,,,
2146337355,6125930993,0,204642155,0,2,Calle General Sim??n Bol?¡var,residential,,61.313,6125930993,2146337355,,,,,
2146337355,2146337358,0,204642155,0,2,Calle General Sim??n Bol?¡var,residential,,62.541,2146337358,2146337355,,,,,
2293198563,2293198562,0,111960538,0,,Jir??n Poseid??n,residential,,69.879,2293198562,2293198563,,,,,
1753159099,1395093758,0,111949258,0,,Jir??n Esteban Camere,residential,30,47.496,1395093758,1753159099,,,,,
1273962405,1395093758,0,111957554,0,,Calle Jupiter,residential,,213.958,1395093758,1273962405,,,,,
1273962405,3016677624,0,572180210,0,,Jir??n Esteban Camere,residential,,33.801,3016677624,1273962405,,,,,
1319962128,1838387120,0,430458080,1,2,Avenida Jorge Ch?ívez,secondary,50,25.336,1838387120,1319962128,,,,,
1757027048,2146242499,0,35338997,1,2,Jir??n El Cadiz,residential,35,115.79,1757027048,2146242499,,,,,
1757027048,1757042147,0,35338997,1,2,Jir??n El Cadiz,residential,35,65.043,1757042147,1757027048,,,,,
1273897836,2011554169,0,111921292,0,2,Jir??n La Venturosa,residential,,51.571,2011554169,1273897836,,,,,
1273897836,5393459610,0,111921292,0,2,Jir??n La Venturosa,residential,,55.48,5393459610,1273897836,,,,,
2011554169,2011554167,0,190515322,0,,Calle Huriguas,residential,,81.981,2011554167,2011554169,,,,,
2011554169,2146224917,0,111921292,0,2,Jir??n La Venturosa,residential,,77.946,2146224917,2011554169,,,,,
5393459610,2011554166,0,204628777,0,2,Calle Cesar Falc??n,residential,,102.848,2011554166,5393459610,,,,,
1273899304,5745710566,0,151307975,1,,Avenida Javier Prado Este,secondary,40,224.752,1273899304,5745710566,,,,,
1273899304,1578171180,0,151307975,1,,Avenida Javier Prado Este,secondary,40,106.277,1578171180,1273899304,,,,,
5745710566,5745710565,0,151307975,1,,Avenida Javier Prado Este,secondary,40,59.406,5745710566,5745710565,,,,,
1707072894,1707072844,0,1009171883,1,2,Avenida V?¡a de Evitamiento,tertiary,30,92.065,1707072894,1707072844,,,,,
1273900236,1780635209,0,111957166,0,,Jir??n Los Detectives,residential,,53.823,1780635209,1273900236,,,,,
1273900236,1753903560,0,111957166,0,,Jir??n Los Detectives,residential,,122.493,1753903560,1273900236,,,,,
1780635209,4504585256,0,111898290,1,,Jir??n Alcides Vigo Hurtado,tertiary,40,41.562,1780635209,4504585256,,,,,
1780635209,4504585272,0,111957166,0,,Jir??n Los Detectives,residential,,5.487,4504585272,1780635209,,,,,
1780635209,4504585274,0,111898290,1,,Jir??n Alcides Vigo Hurtado,tertiary,40,67.294,4504585274,1780635209,,,,,
1753903560,1746802747,0,111887556,0,2,Jir??n Manuel Tumba Ortega,residential,,43.136,1746802747,1753903560,,,,,
1273905173,4335826688,0,318148699,1,2,Avenida Santiago de Surco,secondary,40,57.47,1273905173,4335826688,,,,,
1757042189,1757042203,0,111920711,0,2,,residential,,137.33,1757042203,1757042189,,,,,
1757042189,4363374334,0,602204660,1,2,Alameda del Arco Iris,residential,,53.933,4363374334,1757042189,,,,,
1273948068,4273972366,0,428270728,0,2,,residential,,82.576,4273972366,1273948068,,,,,
1273948068,8860948535,0,563957738,0,,Jir??n Teniente Baltazar Valle,residential,,37.282,8860948535,1273948068,,,,,
2011554167,2011554170,0,190515319,0,2,Jir??n Chimu Capac,residential,,167.734,2011554170,2011554167,,,,,
2011554166,2011554159,0,190515329,0,2,Jir??n Chimu Capac,residential,,136.02,2011554159,2011554166,,,,,
1757042198,5391032337,0,318283089,0,2,Alameda del Sereno,residential,,55.027,5391032337,1757042198,,,,,
1757042198,4363374334,0,888017016,1,2,Jir??n Las Galaxias,residential,30,126.36,1757042198,4363374334,,,,,
1757042198,1757042203,0,318283089,0,2,Alameda del Sereno,residential,,54.946,1757042203,1757042198,,,,,
1273957152,4117208145,0,111968489,0,,Calle Paseo de Alcaldes,residential,40,54.629,4117208145,1273957152,,,,,
1273957152,3232461995,0,479375450,0,2,Avenida Coronel Reynaldo Vivanco,tertiary,40,46.329,3232461995,1273957152,,,,,
1273957152,4724899847,0,479375450,0,2,Avenida Coronel Reynaldo Vivanco,tertiary,40,5.475,4724899847,1273957152,,,,,
4117208145,4117208138,2,409852364,0,,,residential,40,32.314,4117208145,4117208138,,,,,
4117208145,4117208138,3,"[111968489, 428273635]",0,,Calle Paseo de Alcaldes,residential,40,48.114,4117208145,4117208138,,,,,
3232461995,3232462003,0,317027858,0,,,living_street,,81.455,3232462003,3232461995,,,,,
3232461995,5467986686,0,479375450,0,2,Avenida Coronel Reynaldo Vivanco,tertiary,40,38.465,5467986686,3232461995,,,,,
2799206929,1753892062,0,275283103,0,2,Vi??a Ocucaje,residential,,128.828,1753892062,2799206929,,,,,
2799206929,1753892058,0,438458749,0,2,Jir??n Guardia Civil Norte,tertiary,40,26.401,1753892058,2799206929,,,,,
5440550908,4724899864,0,338339969,0,,Calle M. Ganoza,residential,,10.272,4724899864,5440550908,,,,,
4724899862,4724899861,0,479375451,1,2,Avenida Coronel Reynaldo Vivanco,tertiary,40,15.711,4724899862,4724899861,,,,,
4724899862,4724899863,0,479375451,1,2,Avenida Coronel Reynaldo Vivanco,tertiary,40,51.934,4724899863,4724899862,,,,,
1273960668,5391032336,0,111893918,0,2,Pasaje El Zodiaco,residential,,51.44,5391032336,1273960668,,,,,
1273960668,1757027025,0,111915409,1,2,Jir??n Cosmos,residential,30,155.685,1273960668,1757027025,,,,,
1273960668,1757042206,0,438629878,0,,Pasaje El Zodiaco,residential,,50.339,1757042206,1273960668,,,,,
1273960668,1757027037,0,111915409,1,2,Jir??n Cosmos,residential,30,99.148,1757027037,1273960668,,,,,
5391032336,1757027062,0,317027854,0,2,Alameda del Roc?¡o,residential,,214.997,1757027062,5391032336,,,,,
1757027025,2146238408,0,111915409,1,2,Jir??n Cosmos,residential,30,5.936,1757027025,2146238408,,,,,
1757042206,2146238406,0,438622289,0,,Alameda del Sereno,residential,,157.72,2146238406,1757042206,,,,,
1273960823,3789007218,0,111939553,1,2,Avenida Coronel Reynaldo Vivanco,tertiary,40,159.305,1273960823,3789007218,,,,,
3789007218,4724899855,0,375539911,0,,,residential,,11.141,4724899855,3789007218,,,,,
3153724417,3153724418,0,310015519,0,,Jir??n Marte,residential,30,95.255,3153724418,3153724417,,,,,
3016677624,3016677614,0,429083096,1,,,tertiary,,35.017,3016677624,3016677614,,,,,
3016677624,3016677628,0,429083098,1,,,tertiary,,25.767,3016677628,3016677624,,,,,
1273963267,1757042199,0,164043867,1,2,Jir??n Zamora,residential,,63.764,1273963267,1757042199,,,,,
1273963267,1757042147,0,164043867,1,2,Jir??n Zamora,residential,,188.286,1757042147,1273963267,,,,,
1753159021,3153724422,0,163648797,0,2,Calle Hugo Mazzini,residential,,117.703,3153724422,1753159021,,,,,
5390480732,5390480734,0,173009528,0,2,Jir??n Germ?ín Lapeyre,residential,,47.603,5390480734,5390480732,,,,,
5390480732,1757641807,0,556049505,0,2,Calle San Antonio,residential,,147.219,1757641807,5390480732,,,,,
4396814898,3216485089,0,309680572,0,2,Francisco de Toledo,residential,,51.75,3216485089,4396814898,,,,,
3150149337,5364053360,0,309680572,0,2,Francisco de Toledo,residential,,51.911,5364053360,3150149337,,,,,
4600943421,4600943418,0,465078729,0,,,living_street,,61.848,4600943418,4600943421,,,,,
1603977566,1839151886,0,320742861,1,2,Avenida Mariscal Ram??n Castilla,secondary,60,63.975,1603977566,1839151886,,,,,
1603977566,3215280001,0,430592325,0,2,Avenida Paseo la Castellana,tertiary,40,116.901,3215280001,1603977566,,,,,
5476735786,1603977505,0,430592329,0,2,Avenida Paseo la Castellana,tertiary,40,77.543,1603977505,5476735786,,,,,
5476735786,3215280344,0,"[436460193, 954528239]",0,,"['Pasaje La Calera', 'La Goleta']",living_street,,107.668,3215280344,5476735786,,,,,
1273977211,1412831609,0,127704279,0,,Jir??n Cerro Verde,residential,30,45.691,1412831609,1273977211,,,,,
1273977211,4724830912,0,479366259,1,,Jir??n Cerro Verde,residential,30,44.106,4724830912,1273977211,,,,,
1412831609,2697212299,0,127704279,0,,Jir??n Cerro Verde,residential,30,81.124,2697212299,1412831609,,,,,
1412831609,2697212300,0,375472308,0,,Jir??n Cerro Prieto,residential,,81.504,2697212300,1412831609,,,,,
1414370564,1414370547,0,127873584,0,,Jir??n Monte Caoba,residential,,54.297,1414370547,1414370564,,,,,
1414370564,1414370568,0,127873634,0,,Jir??n Loma de las Lilas,residential,,121.849,1414370568,1414370564,,,,,
1273980260,1753954514,0,415700775,0,2,Calle Duque de la Palata,residential,,167.003,1753954514,1273980260,,,,,
1273980260,1753954528,0,415700776,1,2,Jir??n Conde de Villar Don Pardo,residential,20,56.071,1753954528,1273980260,,,,,
1753954514,1753954528,0,"[415700777, 163717245]",0,2,"['Conde de Alba Lister', 'Calle Conde de Salvatierra']",residential,30,195.779,1753954528,1753954514,,,,,
1753920985,1753920982,0,111933503,0,4,Avenida de la Guardia Civil Sur,secondary,40,73.075,1753920982,1753920985,,,,,
1753920985,4198115548,0,111933503,0,4,Avenida de la Guardia Civil Sur,secondary,40,42.145,4198115548,1753920985,,,,,
1753920985,4606022152,0,163713607,0,2,Calle Don Francisco,residential,,46.331,4606022152,1753920985,,,,,
1273982990,2011554170,0,111942908,0,2,Calle Luis Galvani,residential,,49.199,2011554170,1273982990,,,,,
2011554170,5391032328,0,111942908,0,2,Calle Luis Galvani,residential,,56.499,5391032328,2011554170,,,,,
1753159283,1753891968,0,429080019,1,,Jir??n General Pedro Silva,residential,,19.861,1753891968,1753159283,,,,,
4396415837,4396415860,0,438654001,0,,Jir??n Javier O. Valdia Manrique,residential,,38.032,4396415860,4396415837,,,,,
4396415837,4396415836,0,441955157,0,,Pasaje Luis Alvarado Delgado,residential,,44.525,4396415836,4396415837,,,,,
4504585274,4363628147,0,453769236,0,2,Jir??n Alcides Vigo Hurtado,tertiary,40,76.774,4363628147,4504585274,,,,,
4504585274,4504585272,0,453769231,1,,Jir??n Alcides Vigo Hurtado,tertiary,40,68.349,4504585272,4504585274,,,,,
1753891934,1753891930,0,163710806,0,,Calle Teniente Ra??l Jimenez,residential,,35.953,1753891930,1753891934,,,,,
1753891934,4198115732,0,111903334,0,,Jir??n Cmdte. FAP. Guillermo Brennert,residential,30,69.795,4198115732,1753891934,,,,,
5718813361,1753159181,0,429080005,0,,Jir??n Cmdte. FAP. Guillermo Brennert,residential,,17.216,1753159181,5718813361,,,,,
5718813361,5718813358,0,601849652,1,,,residential,,14.123,5718813361,5718813358,,,,,
4198115735,4198115734,0,111909244,0,,Benjamin Franklin,residential,,99.798,4198115734,4198115735,,,,,
4198115735,1753159278,0,163648813,0,,Jir??n Gral. Pedro Silva,residential,,79.329,1753159278,4198115735,,,,,
1839163961,1780635217,0,401676719,1,2,Avenida Jorge Ch?ívez,secondary,50,191.683,1780635217,1839163961,,,,,
2146336251,8329325321,0,895980687,0,2,,secondary_link,,9.954,8329325321,2146336251,,,,,
2146336251,6292604455,0,1050739177,1,2,Avenida Jorge Ch?ívez,secondary,50,61.999,2146336251,6292604455,,,,,
1395088616,3224340733,0,316322587,0,,Parque El Carmen No 4,living_street,,88.398,3224340733,1395088616,,,,,
1395088616,3224340733,1,428341357,0,,Avenida El Carmen,residential,,41.561,3224340733,1395088616,,,,,
1395088616,3211859085,0,429080002,0,,Avenida El Carmen,residential,,198.224,3211859085,1395088616,,,,,
3224340733,1395088641,0,428341357,0,,Avenida El Carmen,residential,,260.91,1395088641,3224340733,,,,,
3211859085,3211859087,0,315095695,0,,Parque El Carmen No 5,living_street,,114.33,3211859087,3211859085,,,,,
3211859085,3211859087,1,429080002,0,,Avenida El Carmen,residential,,33.875,3211859087,3211859085,,,,,
1395088641,3224340728,0,56000745,1,2,Jir??n El Sol,tertiary,40,79.172,1395088641,3224340728,,,,,
1395088641,3153724404,0,"[111939418, 310015517]",0,2,Avenida El Carmen,residential,"['40', '30']",249.725,3153724404,1395088641,,,,,
3153724404,4269213996,0,310015516,0,2,Avenida El Carmen,residential,,78.193,4269213996,3153724404,,,,,
1412831598,4724830912,0,28746962,1,4,Avenida Alfredo Benavides,primary,60,40.993,4724830912,1412831598,,,,,
1412831598,8088707310,0,452934595,1,1,Avenida Alfredo Benavides,primary,40,45.157,8088707310,1412831598,,,,,
2697212299,1412831632,0,127704279,0,,Jir??n Cerro Verde,residential,30,120.743,1412831632,2697212299,,,,,
2697212299,2697212300,0,264047060,0,,,residential,,35.416,2697212300,2697212299,,,,,
2697212300,1412831626,0,375472308,0,,Jir??n Cerro Prieto,residential,,105.058,1412831626,2697212300,,,,,
1412831624,1412831626,0,127704325,0,,Jir??n Cerro Amarilo,residential,30,67.694,1412831626,1412831624,,,,,
1412831624,1412831649,0,127704275,1,,Jir??n Circunvalacion,residential,30,217.419,1412831649,1412831624,,,,,
1412831626,1412831652,0,375472308,0,,Jir??n Cerro Prieto,residential,,217.787,1412831652,1412831626,,,,,
1412831626,1412831632,0,127704325,0,,Jir??n Cerro Amarilo,residential,30,74.063,1412831632,1412831626,,,,,
1412831652,1412831649,0,127704296,1,,Avenida Cerro Chico,residential,30,69.25,1412831652,1412831649,,,,,
1412831652,1412831658,0,127704296,1,,Avenida Cerro Chico,residential,30,63.884,1412831658,1412831652,,,,,
1412831632,1412831631,0,127704325,0,,Jir??n Cerro Amarilo,residential,30,63.837,1412831631,1412831632,,,,,
1412831632,1412831635,0,127704279,0,,Jir??n Cerro Verde,residential,30,40.105,1412831635,1412831632,,,,,
1412831631,3788360373,0,127704280,0,2,Jir??n Cerro Azul,residential,,191.609,3788360373,1412831631,,,,,
3788360373,1412831689,0,127704280,0,2,Jir??n Cerro Azul,residential,,187.43,1412831689,3788360373,,,,,
3788360373,3788360372,0,375472302,0,2,Avenida Cerro Grande,residential,,33.816,3788360372,3788360373,,,,,
3788360373,1412831657,0,375472303,0,2,Avenida Cerro Grande,residential,,63.613,1412831657,3788360373,,,,,
1412831635,1412831658,0,127704257,0,,Jir??n Cerro Rico,residential,30,193.158,1412831658,1412831635,,,,,
1412831635,1412831657,0,127704279,0,,Jir??n Cerro Verde,residential,30,169.926,1412831657,1412831635,,,,,
1412831658,1412831660,0,127704257,0,,Jir??n Cerro Rico,residential,30,15.445,1412831660,1412831658,,,,,
1412831657,1412831675,0,127704279,0,,Jir??n Cerro Verde,residential,30,122.693,1412831675,1412831657,,,,,
1412831649,1412831651,0,127704275,1,,Jir??n Circunvalacion,residential,30,14.313,1412831651,1412831649,,,,,
1412831651,1412831654,0,127704292,1,,Avenida Cerro Chico,residential,30,68.948,1412831651,1412831654,,,,,
1412831651,1412831677,0,127704275,1,,Jir??n Circunvalacion,residential,30,174.382,1412831677,1412831651,,,,,
1412831654,1412831660,0,127704292,1,,Avenida Cerro Chico,residential,30,63.841,1412831654,1412831660,,,,,
1412831654,1412831684,0,127704332,0,,Jir??n Cerro Prieto,residential,,169.888,1412831684,1412831654,,,,,
1412831660,1412831694,0,127704257,0,,Jir??n Cerro Rico,residential,30,161.878,1412831694,1412831660,,,,,
1412831684,1412831677,0,127704247,0,,Avenida Cerro Blanco,residential,,65.792,1412831677,1412831684,,,,,
1412831684,1412831694,0,127704247,0,,Avenida Cerro Blanco,residential,,67.54,1412831694,1412831684,,,,,
